,sound,condition,response,predictability,sentences,response_words,sentence_words,word_count
187,6,b,the bomb exploded with a blast,(H),the boy gave the football a kick.,"['the', 'bomb', 'exploded', 'with', 'a', 'blast']","['the', 'boy', 'gave', 'the', 'football', 'a', 'kick', '.']",2
186,6,b,a boy ate a football cake,(H),the boy gave the football a kick.,"['a', 'boy', 'ate', 'a', 'football', 'cake']","['the', 'boy', 'gave', 'the', 'football', 'a', 'kick', '.']",4
185,6,b,lubricate the bike with grease,(H),the boy gave the football a kick.,"['lubricate', 'the', 'bike', 'with', 'grease']","['the', 'boy', 'gave', 'the', 'football', 'a', 'kick', '.']",1
184,6,a,the boy gave the football a kick,(H),the boy gave the football a kick.,"['the', 'boy', 'gave', 'the', 'football', 'a', 'kick']","['the', 'boy', 'gave', 'the', 'football', 'a', 'kick', '.']",7
183,6,a,the boy gave the football a kick,(H),the boy gave the football a kick.,"['the', 'boy', 'gave', 'the', 'football', 'a', 'kick']","['the', 'boy', 'gave', 'the', 'football', 'a', 'kick', '.']",7
182,6,a,the boy gave the football the cake.,(H),the boy gave the football a kick.,"['the', 'boy', 'gave', 'the', 'football', 'the', 'cake', '.']","['the', 'boy', 'gave', 'the', 'football', 'a', 'kick', '.']",7
180,6,a,the boy gave the football a kick,(H),the boy gave the football a kick.,"['the', 'boy', 'gave', 'the', 'football', 'a', 'kick']","['the', 'boy', 'gave', 'the', 'football', 'a', 'kick', '.']",7
181,6,a,the boy gave the football a kick.,(H),the boy gave the football a kick.,"['the', 'boy', 'gave', 'the', 'football', 'a', 'kick', '.']","['the', 'boy', 'gave', 'the', 'football', 'a', 'kick', '.']",8
269,7,b,i cant guess so give me a hint,(L),bill might discuss the foam.,"['i', 'cant', 'guess', 'so', 'give', 'me', 'a', 'hint']","['bill', 'might', 'discuss', 'the', 'foam', '.']",0
268,7,b,lubricate the bike with grease,(L),bill might discuss the foam.,"['lubricate', 'the', 'bike', 'with', 'grease']","['bill', 'might', 'discuss', 'the', 'foam', '.']",1
267,7,b,tom could not discuss the bark,(L),bill might discuss the foam.,"['tom', 'could', 'not', 'discuss', 'the', 'bark']","['bill', 'might', 'discuss', 'the', 'foam', '.']",2
261,7,a,we might discuss the phone.,(L),bill might discuss the foam.,"['we', 'might', 'discuss', 'the', 'phone', '.']","['bill', 'might', 'discuss', 'the', 'foam', '.']",4
266,7,b,will my discuss the phone,(L),bill might discuss the foam.,"['will', 'my', 'discuss', 'the', 'phone']","['bill', 'might', 'discuss', 'the', 'foam', '.']",2
265,7,b,nancy could consider the fist,(L),bill might discuss the foam.,"['nancy', 'could', 'consider', 'the', 'fist']","['bill', 'might', 'discuss', 'the', 'foam', '.']",1
264,7,a,will might discuss the foam,(L),bill might discuss the foam.,"['will', 'might', 'discuss', 'the', 'foam']","['bill', 'might', 'discuss', 'the', 'foam', '.']",4
263,7,a,bill might discuss the foam,(L),bill might discuss the foam.,"['bill', 'might', 'discuss', 'the', 'foam']","['bill', 'might', 'discuss', 'the', 'foam', '.']",5
260,7,a,bill might discuss the foam,(L),bill might discuss the foam.,"['bill', 'might', 'discuss', 'the', 'foam']","['bill', 'might', 'discuss', 'the', 'foam', '.']",5
262,7,a,mel might discuss the phone.,(L),bill might discuss the foam.,"['mel', 'might', 'discuss', 'the', 'phone', '.']","['bill', 'might', 'discuss', 'the', 'foam', '.']",4
229,8,b,the old man thinks about the mast,(H),the cop wore a bullet-proof vest.,"['the', 'old', 'man', 'thinks', 'about', 'the', 'mast']","['the', 'cop', 'wore', 'a', 'bullet-proof', 'vest', '.']",2
222,8,a,the cupboard was bulled split fast.,(H),the cop wore a bullet-proof vest.,"['the', 'cupboard', 'was', 'bulled', 'split', 'fast', '.']","['the', 'cop', 'wore', 'a', 'bullet-proof', 'vest', '.']",2
223,8,a,the cop wore a bulletproof vest,(H),the cop wore a bullet-proof vest.,"['the', 'cop', 'wore', 'a', 'bulletproof', 'vest']","['the', 'cop', 'wore', 'a', 'bullet-proof', 'vest', '.']",5
224,8,a,the cop wore a bulletproof west,(H),the cop wore a bullet-proof vest.,"['the', 'cop', 'wore', 'a', 'bulletproof', 'west']","['the', 'cop', 'wore', 'a', 'bullet-proof', 'vest', '.']",4
226,8,b,the coke bottle proof about guest,(H),the cop wore a bullet-proof vest.,"['the', 'coke', 'bottle', 'proof', 'about', 'guest']","['the', 'cop', 'wore', 'a', 'bullet-proof', 'vest', '.']",1
227,8,b,after his bath he wore a robe,(H),the cop wore a bullet-proof vest.,"['after', 'his', 'bath', 'he', 'wore', 'a', 'robe']","['the', 'cop', 'wore', 'a', 'bullet-proof', 'vest', '.']",2
228,8,b,anne was interested in the breath,(H),the cop wore a bullet-proof vest.,"['anne', 'was', 'interested', 'in', 'the', 'breath']","['the', 'cop', 'wore', 'a', 'bullet-proof', 'vest', '.']",1
221,8,a,the cop wore bulletproof vest.,(H),the cop wore a bullet-proof vest.,"['the', 'cop', 'wore', 'bulletproof', 'vest', '.']","['the', 'cop', 'wore', 'a', 'bullet-proof', 'vest', '.']",5
220,8,a,the cop wore a bulletproof west,(H),the cop wore a bullet-proof vest.,"['the', 'cop', 'wore', 'a', 'bulletproof', 'west']","['the', 'cop', 'wore', 'a', 'bullet-proof', 'vest', '.']",4
225,8,b,nancy had considered the sleeves,(H),the cop wore a bullet-proof vest.,"['nancy', 'had', 'considered', 'the', 'sleeves']","['the', 'cop', 'wore', 'a', 'bullet-proof', 'vest', '.']",1
134,9,a,tom could not discuss the barn,(L),tom could not discuss the barn.,"['tom', 'could', 'not', 'discuss', 'the', 'barn']","['tom', 'could', 'not', 'discuss', 'the', 'barn', '.']",6
130,9,a,tom could not discuss the barn,(L),tom could not discuss the barn.,"['tom', 'could', 'not', 'discuss', 'the', 'barn']","['tom', 'could', 'not', 'discuss', 'the', 'barn', '.']",6
131,9,a,tom could not discuss the barn.,(L),tom could not discuss the barn.,"['tom', 'could', 'not', 'discuss', 'the', 'barn', '.']","['tom', 'could', 'not', 'discuss', 'the', 'barn', '.']",7
132,9,a,not discuss the burn.,(L),tom could not discuss the barn.,"['not', 'discuss', 'the', 'burn', '.']","['tom', 'could', 'not', 'discuss', 'the', 'barn', '.']",4
133,9,a,thom could not discuss the barn,(L),tom could not discuss the barn.,"['thom', 'could', 'not', 'discuss', 'the', 'barn']","['tom', 'could', 'not', 'discuss', 'the', 'barn', '.']",5
135,9,b,the cop wore a bullet proof vest,(L),tom could not discuss the barn.,"['the', 'cop', 'wore', 'a', 'bullet', 'proof', 'vest']","['tom', 'could', 'not', 'discuss', 'the', 'barn', '.']",1
137,9,b,i have spoken about the pile,(L),tom could not discuss the barn.,"['i', 'have', 'spoken', 'about', 'the', 'pile']","['tom', 'could', 'not', 'discuss', 'the', 'barn', '.']",1
138,9,b,the cop wore a bulletproof vest,(L),tom could not discuss the barn.,"['the', 'cop', 'wore', 'a', 'bulletproof', 'vest']","['tom', 'could', 'not', 'discuss', 'the', 'barn', '.']",1
139,9,b,the boy gave the football a kick,(L),tom could not discuss the barn.,"['the', 'boy', 'gave', 'the', 'football', 'a', 'kick']","['tom', 'could', 'not', 'discuss', 'the', 'barn', '.']",2
136,9,b,tom could not discuss the bomb,(L),tom could not discuss the barn.,"['tom', 'could', 'not', 'discuss', 'the', 'bomb']","['tom', 'could', 'not', 'discuss', 'the', 'barn', '.']",5
